Ký_tự,Pinyin,Hán_Việt,Số_cách_đọc,Tất_cả_cách_đọc
旬,xún,quân,2,quân / tuần
旬,xún,tuần,2,quân / tuần
旭,xù,húc,2,húc / hóc
旭,xù,hóc,2,húc / hóc
旮,gā,ca,1,ca
旯,lá,lạp,1,lạp
旰,gàn,hãn,2,hãn / cán
旰,gàn,cán,2,hãn / cán
旱,hàn,hạn,1,hạn
旲,tai2,thái,1,thái
旳,dì,đích,1,đích
旴,xū,hu,2,hu / hù
旴,xū,hù,2,hu / hù
旵,chǎn,thảm,1,thảm
时,shí,thì,2,thì / thời
时,shí,thời,2,thì / thời
旷,kuàng,~khoảng,3,~khoảng / khoảng / khoáng
旷,kuàng,khoảng,3,~khoảng / khoảng / khoáng
旷,kuàng,khoáng,3,~khoảng / khoảng / khoáng
旸,yáng,dương,1,dương
旹,shí,thì,2,thì / thời
旹,shí,thời,2,thì / thời
旺,wàng,vượng,1,vượng
旻,mín,mân,1,mân
旼,mín,mân,1,mân
旽,tūn,thôn,1,thôn
旾,chūn,xuân,1,xuân
昀,yún,quân,1,quân
昂,áng,ngang,1,ngang
昃,zè,trắc,1,trắc
昄,bǎn,bản,1,bản
昆,kūn,côn,2,côn / con
昆,kūn,con,2,côn / con
昇,shēng,thăng,1,thăng
昈,hu4,hồ,1,hồ
昉,fǎng,phưởng,1,phưởng
昊,hào,hạo,1,hạo
昌,chāng,xương,1,xương
明,míng,minh,1,minh
昏,hūn,hôn,1,hôn
昐,fen1,phân,1,phân
昑,qǐn,ẩm,1,ẩm
昒,hū,hốt,1,hốt
易,yì,dịch,2,dịch / dị
易,yì,dị,2,dịch / dị
昔,xī,tích,1,tích
昕,xīn,hân,1,hân
昖,yan2,ngôn,1,ngôn
昙,tán,đàm,1,đàm
昚,shèn,thận,1,thận
昛,jù,cữ,1,cữ
昜,yáng,dương,1,dương
昝,zǎn,tảm,1,tảm
昞,bǐng,bỉnh,1,bỉnh
星,xīng,tinh,1,tinh
映,yìng,ánh,1,ánh
昡,xuàn,huyễn,1,huyễn
昢,po4,phá,1,phá
昣,zhěn,chẩn,1,chẩn
昤,líng,~linh,1,~linh
春,chūn,xuân,1,xuân
昦,hào,hạo,1,hạo
昧,mèi,muội,1,muội
昨,zuó,tạc,1,tạc
昩,mo4,mộ,1,mộ
昪,biàn,biện,1,biện
昫,xù,hu,2,hu / hú
昫,xù,hú,2,hu / hú
昬,hūn,hôn,1,hôn
昭,zhāo,chiêu,1,chiêu
是,shì,thị,1,thị
昰,shì,hạ,1,hạ
昱,yù,dục,1,dục
昲,fèi,~phí,1,~phí
昳,dié,điệt,1,điệt
昴,mǎo,mão,1,mão
昵,nì,nật,1,nật
昶,chǎng,sưởng,1,sưởng
昷,wēn,~uân,1,~uân
昸,dong1,đông,1,đông
昺,bǐng,bỉnh,1,bỉnh
昻,áng,ngang,1,ngang
昼,zhòu,trú,2,trú / ~trú
昼,zhòu,~trú,2,trú / ~trú
昽,lóng,~lông,3,~lông / lung / lông
昽,lóng,lung,3,~lông / lung / lông
昽,lóng,lông,3,~lông / lung / lông
显,xiǎn,hiển,2,hiển / ~tiển
显,xiǎn,~tiển,2,hiển / ~tiển
昿,kuàng,~khoảng,1,~khoảng
晁,cháo,triều,1,triều
時,shí,thì,2,thì / thời
時,shí,thời,2,thì / thời
晃,huǎng,hoàng,3,hoàng / hoảng / quáng
晃,huǎng,hoảng,3,hoàng / hoảng / quáng
晃,huǎng,quáng,3,hoàng / hoảng / quáng
晄,huǎng,hoảng,2,hoảng / hoáng
晄,huǎng,hoáng,2,hoảng / hoáng
晅,xuǎn,huyên,1,huyên
晇,xu1,hư,1,hư
晈,jiao3,giáo,1,giáo
晉,jìn,tấn,1,tấn
晋,jìn,tấn,1,tấn
晌,shǎng,thưởng,1,thưởng
晏,yàn,yến,1,yến
晑,xiǎng,~hướng,1,~hướng
晒,shài,sái,1,sái
晓,xiǎo,hẻo,2,hẻo / hiểu
晓,xiǎo,hiểu,2,hẻo / hiểu
晔,yè,diệp,2,diệp / ~diệp
晔,yè,~diệp,2,diệp / ~diệp
晕,yūn,vừng,3,vừng / vựng / ~vừng
晕,yūn,vựng,3,vừng / vựng / ~vừng
晕,yūn,~vừng,3,vừng / vựng / ~vừng
晖,huī,huy,1,huy
晗,hán,hàm,1,hàm
晙,jùn,tuấn,1,tuấn
晚,wǎn,vãn,1,vãn
晛,xiàn,hiện,1,hiện
晜,kūn,côn,1,côn
晝,zhòu,trú,2,trú / ~trú
晝,zhòu,~trú,2,trú / ~trú
晞,xī,hi,2,hi / hy
晞,xī,hy,2,hi / hy
晟,chéng,thịnh,2,thịnh / thạnh
晟,chéng,thạnh,2,thịnh / thạnh
晠,sheng4,thịnh,1,thịnh
晡,bū,bô,1,bô
晢,zhé,triết,1,triết
晣,zhe2,giả,1,giả
晤,wù,ngộ,2,ngộ / cữ
晤,wù,cữ,2,ngộ / cữ
晥,wǎn,cán,1,cán
晦,huì,hối,2,hối / hổi
晦,huì,hổi,2,hối / hổi
晧,hào,hạo,1,hạo
晨,chén,thần,1,thần
晩,wǎn,vãn,1,vãn
晪,tiǎn,lang,1,lang
晫,zhuó,trác,1,trác
晬,zuì,tối,1,tối
普,pǔ,phổ,1,phổ
景,jǐng,cảnh,1,cảnh
晰,xī,tích,1,tích
晱,shan3,sơn,1,sơn
晳,xī,tích,3,tích / triết / chế
晳,xī,triết,3,tích / triết / chế
晳,xī,chế,3,tích / triết / chế
晴,qíng,tình,2,tình / tạnh
晴,qíng,tạnh,2,tình / tạnh
晶,jīng,tinh,1,tinh
晷,guǐ,quỹ,1,quỹ
晸,zhěng,chỉnh,1,chỉnh
晹,yì,~ế,1,~ế
智,zhì,trí,1,trí
晻,àn,ám,1,ám
晼,wǎn,uyển,1,uyển
晽,lin2,lâm,1,lâm
晾,liàng,lượng,1,lượng
晿,chāng,~xương,1,~xương
暀,wang3,vương,1,vương
暁,xiǎo,hẻo,1,hẻo
暂,zàn,tạm,1,tạm
暃,fei1,phí,1,phí
暄,xuān,huyên,1,huyên
暅,geng4,canh,1,canh
暆,yí,di,1,di
暇,xiá,hạ,1,hạ
暈,yūn,vừng,3,vừng / vựng / ~vừng
暈,yūn,vựng,3,vừng / vựng / ~vừng
暈,yūn,~vừng,3,vừng / vựng / ~vừng
暉,huī,huy,1,huy
暋,mǐn,mẫn,2,mẫn / mân
暋,mǐn,mân,2,mẫn / mân
暌,kuí,khuê,1,khuê
暍,yē,yết,2,yết / hát
暍,yē,hát,2,yết / hát
暎,yìng,ánh,1,ánh
暏,shǔ,thụ,1,thụ
暐,wěi,vĩ,1,vĩ
暑,shǔ,thử,1,thử
暒,qíng,~tạnh,1,~tạnh
暔,nán,nam,1,nam
暕,jiǎn,~giản,1,~giản
暖,nuǎn,noãn,1,noãn
暗,àn,ám,1,ám
暘,yáng,dương,1,dương
暚,yao2,yêu,1,yêu
暜,pǔ,phổ,1,phổ
暝,míng,minh,2,minh / mính
暝,míng,mính,2,minh / mính
暞,jiǎo,kiểu,1,kiểu
暟,kai3,khai,1,khai
暠,gǎo,cảo,2,cảo / hạo
暠,gǎo,hạo,2,cảo / hạo
暡,wěng,~ổng,1,~ổng
暢,chàng,sướng,2,sướng / ~trướng
暢,chàng,~trướng,2,sướng / ~trướng
暣,qi4,khí,1,khí
暦,lì,lịch,1,lịch
暧,ài,ái,2,ái / áy
暧,ài,áy,2,ái / áy
暨,jì,kỵ,1,kỵ
暩,ji4,ký,1,ký
暪,mèn,mãn,1,mãn
暫,zàn,tạm,1,tạm
暬,xie4,tà,1,tà
暭,hào,hạo,1,hạo
暮,mù,mộ,1,mộ
暱,nì,nật,1,nật
暲,zhāng,chương,1,chương
暴,bào,bộc,2,bộc / bạo
暴,bào,bạo,2,bộc / bạo
暵,hàn,hán,1,hán
暶,xuán,tuyền,1,tuyền
暸,liáo,liêu,1,liêu
暹,xiān,tiêm,2,tiêm / xiêm
暹,xiān,xiêm,2,tiêm / xiêm
暻,jǐng,cảnh,1,cảnh
暼,piē,~phiết,1,~phiết
暾,tūn,thôn,1,thôn
暿,xi3,tế,1,tế
曀,yì,ế,3,ế / ý / ê
曀,yì,ý,3,ế / ý / ê
曀,yì,ê,3,ế / ý / ê
曁,jì,kỵ,1,kỵ
曂,huang4,hoàng,1,hoàng
曄,yè,diệp,2,diệp / ~diệp
曄,yè,~diệp,2,diệp / ~diệp
曅,yè,~diệp,1,~diệp
曆,lì,lịch,1,lịch
曇,tán,đàm,1,đàm
曈,tóng,đồng,1,đồng
曉,xiǎo,hẻo,2,hẻo / hiểu
曉,xiǎo,hiểu,2,hẻo / hiểu
曌,zhào,chiếu,1,chiếu
曍,hào,hạo,1,hạo
曎,yi4,nghĩa,1,nghĩa
曏,xiǎng,hướng,1,hướng
曐,xīng,~tinh,1,~tinh
曑,shēn,sâm,1,sâm
曒,jiǎo,kiểu,1,kiểu
曓,bào,~bạo,1,~bạo
曕,yàn,diễm,1,diễm
曖,ài,ái,2,ái / áy
曖,ài,áy,2,ái / áy
曗,ye4,dã,1,dã
曘,rú,~như,1,~như
曙,shǔ,thự,1,thự
曚,méng,mông,2,mông / mồng
曚,méng,mồng,2,mông / mồng
曛,xūn,huân,1,huân
曜,yào,diệu,1,diệu
曝,pù,bộc,1,bộc
曞,li4,lý,1,lý
曟,chen2,thần,1,thần
曠,kuàng,khoảng,2,khoảng / khoáng
曠,kuàng,khoáng,2,khoảng / khoáng
曡,dié,điệp,1,điệp
曢,liao3,liêu,1,liêu
曣,yàn,yến,1,yến
曤,huo4,hoạt,1,hoạt
曥,lú,trưa,1,trưa
曦,xī,hi,2,hi / hy
曦,xī,hy,2,hi / hy
曧,rong2,dung,1,dung
曨,lóng,lung,2,lung / lông
曨,lóng,lông,2,lung / lông
曩,nǎng,nãng,3,nãng / nán / nẵng
曩,nǎng,nán,3,nãng / nán / nẵng
曩,nǎng,nẵng,3,nãng / nán / nẵng
曪,luo3,lạc,1,lạc
曫,luan2,loạn,1,loạn
曬,shài,sái,1,sái
曭,tǎng,~thẳng,1,~thẳng
曮,yan3,ngôn,1,ngôn
曯,zhu2,chủ,1,chủ
曰,yuē,viết,1,viết
曱,yuē,~hoạch,1,~hoạch
曲,qū,khúc,1,khúc
曳,yè,duệ,2,duệ / dấy
曳,yè,dấy,2,duệ / dấy
更,gèng,canh,5,canh / ngạnh / cánh / càng / cành
更,gèng,ngạnh,5,canh / ngạnh / cánh / càng / cành
更,gèng,cánh,5,canh / ngạnh / cánh / càng / cành
更,gèng,càng,5,canh / ngạnh / cánh / càng / cành
更,gèng,cành,5,canh / ngạnh / cánh / càng / cành
曵,yè,duệ,1,duệ
曶,hū,~hốt,1,~hốt
曷,hé,hạt,1,hạt
書,shū,thư,1,thư
曹,cáo,tào,1,tào
曺,cáo,tào,1,tào
曻,shēng,~sanh,1,~sanh
曼,màn,man,2,man / mạn
曼,màn,mạn,2,man / mạn
曽,cēng,tằng,1,tằng
曾,céng,tằng,3,tằng / tăng / từng
曾,céng,tăng,3,tằng / tăng / từng
曾,céng,từng,3,tằng / tăng / từng
替,tì,thế,1,thế
最,zuì,tối,1,tối
朁,cǎn,thảm,1,thảm
朂,xu4,hư,1,hư
會,huì,hội,2,hội / cối
會,huì,cối,2,hội / cối
朄,yin3,âm,1,âm
朅,qiè,khiết,1,khiết
朆,fēn,phân,1,phân
月,yuè,nguyệt,1,nguyệt
有,yǒu,hữu,2,hữu / dựu
有,yǒu,dựu,2,hữu / dựu
朊,ruǎn,~nhuyễn,1,~nhuyễn
朋,péng,bằng,1,bằng
朌,fén,phần,1,phần
服,fú,phục,1,phục
朏,fěi,phỉ,2,phỉ / xoét
朏,fěi,xoét,2,phỉ / xoét
朐,qú,cù,1,cù
朒,nǜ,nục,1,nục
朓,tiǎo,thiểu,1,thiểu
朔,shuò,sóc,1,sóc
朕,zhèn,trẫm,1,trẫm
朖,lǎng,lãng,1,lãng
朗,lǎng,lãng,1,lãng
朘,zuī,~chuối,1,~chuối
朙,míng,minh,1,minh
朚,huang1,hoàng,1,hoàng
望,wàng,vọng,1,vọng
朝,cháo,triều,2,triều / triêu
朝,cháo,triêu,2,triều / triêu
朞,jī,kỳ,2,kỳ / ki
朞,jī,ki,2,kỳ / ki
期,qī,kì,3,kì / kỳ / ky
期,qī,kỳ,3,kì / kỳ / ky
期,qī,ky,3,kì / kỳ / ky
朠,yīng,anh,1,anh
朡,zong1,tông,1,tông
朢,wàng,vọng,1,vọng
朣,tóng,đồng,1,đồng
朦,méng,mông,1,mông
朧,lóng,lung,3,lung / lông / ~lung
朧,lóng,lông,3,lung / lông / ~lung
朧,lóng,~lung,3,lung / lông / ~lung
木,mù,mộc,1,mộc
朩,děng,mục,1,mục
未,wèi,vị,2,vị / mùi
未,wèi,mùi,2,vị / mùi
末,mò,mạt,1,mạt
本,běn,bản,2,bản / bổn
本,běn,bổn,2,bản / bổn
札,zhá,trát,1,trát
朮,shù,truật,2,truật / thuật
朮,shù,thuật,2,truật / thuật
术,shù,truật,2,truật / thuật
术,shù,thuật,2,truật / thuật
朰,mù,trát,1,trát
朱,zhū,chu,2,chu / cho
朱,zhū,cho,2,chu / cho
朲,ren2,nhân,1,nhân
朳,bā,bát,1,bát
朴,pǔ,phác,3,phác / phắc / bốc
朴,pǔ,phắc,3,phác / phắc / bốc
朴,pǔ,bốc,3,phác / phắc / bốc
朵,duǒ,đoá,2,đoá / đóa
朵,duǒ,đóa,2,đoá / đóa
朶,duǒ,đoá,2,đoá / đóa
朶,duǒ,đóa,2,đoá / đóa
朷,dao1,đạo,1,đạo
朸,li4,lý,1,lý
机,jī,cơ,2,cơ / ky
机,jī,ky,2,cơ / ky
朻,jiu1,cửu,1,cửu
朽,xiǔ,hủ,1,hủ
朾,chéng,tranh,1,tranh
朿,cì,thứ,1,thứ
杀,shā,sát,3,sát / sái / tát
杀,shā,sái,3,sát / sái / tát
杀,shā,tát,3,sát / sái / tát
杁,ru4,nhục,1,nhục
杂,zá,tạp,2,tạp / tập
杂,zá,tập,2,tạp / tập
权,quán,quyền,1,quyền
杄,qiān,then,1,then
杅,yú,vu,1,vu
杆,gǎn,can,2,can / cơn
杆,gǎn,cơn,2,can / cơn
杇,wū,ô,1,ô
杈,chā,xoa,1,xoa
杉,shān,sam,1,sam
杋,fan2,phàn,1,phàn
杌,wù,ngột,1,ngột
李,lǐ,lý,2,lý / lí
李,lǐ,lí,2,lý / lí
杏,xìng,hạnh,1,hạnh
材,cái,tài,1,tài
村,cūn,thôn,1,thôn
杓,biāo,tiêu,2,tiêu / thược
杓,sháo,thược,2,tiêu / thược
杔,tuo1,đà,1,đà
杕,dì,đại,2,đại / đệ
杕,dì,đệ,2,đại / đệ
杖,zhàng,tráng,2,tráng / trượng
杖,zhàng,trượng,2,tráng / trượng
杗,máng,mang,1,mang
杘,chi4,xỉ,1,xỉ
杙,yì,dặc,1,dặc
杚,gai4,cái,1,cái
杛,gong1,công,1,công
杜,dù,đỗ,1,đỗ
杝,lí,di,1,di
杞,qǐ,kỷ,1,kỷ
束,shù,thú,3,thú / thúc / thút
束,shù,thúc,3,thú / thúc / thút
束,shù,thút,3,thú / thúc / thút
杠,gàng,cống,4,cống / cổng / giang / gông
杠,gàng,cổng,4,cống / cổng / giang / gông
杠,gàng,giang,4,cống / cổng / giang / gông
杠,gàng,gông,4,cống / cổng / giang / gông
条,tiáo,thiêu,3,thiêu / điều / điêu
条,tiáo,điều,3,thiêu / điều / điêu
条,tiáo,điêu,3,thiêu / điều / điêu
杢,jié,giáng,1,giáng
杣,mián,sơn,2,sơn / sơn
杣,shān,sơn,2,sơn / sơn
杤,wàn,~vạn,1,~vạn
来,lái,lai,2,lai / lãi
来,lái,lãi,2,lai / lãi
杧,máng,mang,1,mang
杨,yáng,dương,1,dương
杩,mà,mã,1,mã
杪,miǎo,diểu,1,diểu
杫,si4,tư,1,tư
杬,yuán,~duyên,1,~duyên
杭,háng,hàng,1,hàng
杮,fèi,~phí,1,~phí
杯,bēi,bôi,1,bôi
杰,jié,kiệt,1,kiệt
東,dōng,đông,2,đông / đang
東,dōng,đang,2,đông / đang
杲,gǎo,cảo,1,cảo
杳,yǎo,yểu,2,yểu / liểu
杳,yǎo,liểu,2,yểu / liểu
杴,xiān,~sim,1,~sim
杵,chǔ,xử,2,xử / ngỏ
杵,chǔ,ngỏ,2,xử / ngỏ
杶,chūn,đòn,2,đòn / suân
杶,chūn,suân,2,đòn / suân
杷,pá,ba,2,ba / bà
杷,pá,bà,2,ba / bà
杸,shū,thự,1,thự
杹,hua4,hoa,1,hoa
杺,xīn,tăm,1,tăm
杻,chǒu,nữu,3,nữu / sửu / xiềng
杻,chǒu,sửu,3,nữu / sửu / xiềng
杻,chǒu,xiềng,3,nữu / sửu / xiềng
杼,zhù,trữ,3,trữ / thự / thữ
杼,zhù,thự,3,trữ / thự / thữ
杼,zhù,thữ,3,trữ / thự / thữ
杽,chǒu,~nữu,1,~nữu
松,sōng,tùng,2,tùng / tông
松,sōng,tông,2,tùng / tông
板,bǎn,bản,2,bản / ván
板,bǎn,ván,2,bản / ván
极,jí,cực,1,cực
枂,wo4,oa,1,oa
枃,jin4,kim,1,kim
构,gòu,cấu,2,cấu / khấu
构,gòu,khấu,2,cấu / khấu
枅,jī,bình,2,bình / phanh
枅,jī,phanh,2,bình / phanh
枆,mao2,mao,1,mao
枇,pí,tì,2,tì / tỳ
枇,pí,tỳ,2,tì / tỳ
枈,bi4,bí,1,bí
枉,wǎng,uổng,1,uổng
枊,àng,ngang,1,ngang
枋,fāng,phương,1,phương
枌,fén,phần,1,phần
枏,nán,nam,1,nam
析,xī,tích,1,tích
枑,hù,hộ,1,hộ
枒,yā,nha,1,nha
枓,dǒu,đẩu,2,đẩu / rẫu
枓,dǒu,rẫu,2,đẩu / rẫu
枕,zhěn,chẳm,3,chẳm / chẩm / chấm
枕,zhěn,chẩm,3,chẳm / chẩm / chấm
枕,zhěn,chấm,3,chẳm / chẩm / chấm
枖,yao1,yêu,1,yêu
林,lín,lâm,1,lâm
枘,ruì,nhuế,1,nhuế
枙,ě,nga,1,nga
枚,méi,mai,1,mai
枛,zhào,trảu,1,trảu
果,guǒ,quả,1,quả
枝,zhī,chi,2,chi / kỳ
枝,zhī,kỳ,2,chi / kỳ
枞,cōng,tung,2,tung / ~tung
枞,cōng,~tung,2,tung / ~tung
枟,yùn,đàn,1,đàn
枠,huà,~hoa,1,~hoa
枡,shēng,~sanh,1,~sanh
枢,shū,xu,2,xu / ~xu
枢,shū,~xu,2,xu / ~xu
枣,zǎo,~táo,3,~táo / táo / tảo
枣,zǎo,táo,3,~táo / táo / tảo
枣,zǎo,tảo,3,~táo / táo / tảo
枥,lì,lịch,1,lịch
枦,lu2,lộ,1,lộ
枧,jiǎn,~ghém,1,~ghém
枨,chéng,tranh,4,tranh / trường / trành / ~trường
枨,chéng,trường,4,tranh / trường / trành / ~trường
枨,chéng,trành,4,tranh / trường / trành / ~trường
枨,chéng,~trường,4,tranh / trường / trành / ~trường
枩,sōng,~tùng,1,~tùng
枪,qiāng,thương,3,thương / sanh / ~thương
枪,qiāng,sanh,3,thương / sanh / ~thương
枪,qiāng,~thương,3,thương / sanh / ~thương
枫,fēng,phong,1,phong
枬,zhān,~chiên,1,~chiên
枭,xiāo,kiêu,2,kiêu / ~kiêu
枭,xiāo,~kiêu,2,kiêu / ~kiêu
枮,xiān,sim,1,sim
枯,kū,khô,1,khô
枰,píng,bình,2,bình / bính
枰,píng,bính,2,bình / bính
枱,tái,đài,1,đài
枲,xǐ,tỉ,2,tỉ / tỷ
枲,xǐ,tỷ,2,tỉ / tỷ
枳,zhǐ,chỉ,1,chỉ
枴,guǎi,quái,4,quái / quải / quảy / quầy
枴,guǎi,quải,4,quái / quải / quảy / quầy
枴,guǎi,quảy,4,quái / quải / quảy / quầy
枴,guǎi,quầy,4,quái / quải / quảy / quầy
枵,xiāo,hiêu,2,hiêu / hèo
枵,xiāo,hèo,2,hiêu / hèo
架,jià,giá,1,giá
枷,jiā,gia,2,gia / da
枷,jiā,da,2,gia / da
枸,gǒu,củ,4,củ / câu / cẩu / cú
枸,gǒu,câu,4,củ / câu / cẩu / cú
枸,gǒu,cẩu,4,củ / câu / cẩu / cú
枸,gǒu,cú,4,củ / câu / cẩu / cú
枹,bāo,phu,3,phu / phù / bao
枹,bāo,phù,3,phu / phù / bao
枹,bāo,bao,3,phu / phù / bao
枺,mo4,mộ,1,mộ
枻,yì,tiết,2,tiết / duệ
枻,yì,duệ,2,tiết / duệ
枼,yè,~nghiệp,1,~nghiệp
枾,shì,thị,1,thị
枿,nie4,niết,1,niết
柀,bi3,bí,1,bí
柁,tuó,đà,3,đà / xà / đả
柁,duò,xà,3,đà / xà / đả
柁,duò,đả,3,đà / xà / đả
柂,yí,di,1,di
柃,líng,linh,2,linh / rành
柃,líng,rành,2,linh / rành
柄,bǐng,bính,1,bính
柅,nǐ,nỉ,1,nỉ
柆,lā,sập,1,sập
柇,he2,hợp,1,hợp
柈,bàn,bàn,1,bàn
柉,fán,mướp,1,mướp
柊,zhōng,chung,2,chung / dông
柊,zhōng,dông,2,chung / dông
柋,dai4,đãi,1,đãi
柌,ci2,từ,1,từ
柍,yang3,dương,1,dương
柎,fū,phụ,3,phụ / phu / phủ
柎,fū,phu,3,phụ / phu / phủ
柎,fū,phủ,3,phụ / phu / phủ
柏,bǎi,bách,2,bách / bá
柏,bó,bá,2,bách / bá
某,mǒu,mỗ,1,mỗ
柑,gān,cam,2,cam / cùm
柑,gān,cùm,2,cam / cùm
柒,qī,thất,1,thất
染,rǎn,nhiễm,2,nhiễm / nhuộm
染,rǎn,nhuộm,2,nhiễm / nhuộm
柔,róu,nhu,1,nhu
柕,mao4,mao,1,mao
柗,song1,tụng,1,tụng
柘,zhè,giá,2,giá / chá
柘,zhè,chá,2,giá / chá
柙,xiá,giáp,2,giáp / hiệp
柙,xiá,hiệp,2,giáp / hiệp
柚,yòu,trục,3,trục / dữu / dâu
柚,yòu,dữu,3,trục / dữu / dâu
柚,yòu,dâu,3,trục / dữu / dâu
柜,guì,cự,4,cự / quỹ / cử / cũi
柜,guì,quỹ,4,cự / quỹ / cử / cũi
柜,guì,cử,4,cự / quỹ / cử / cũi
柜,guì,cũi,4,cự / quỹ / cử / cũi
柝,tuò,thác,1,thác
柞,zhà,trách,2,trách / tạc
柞,zhà,tạc,2,trách / tạc
柟,nán,nam,1,nam
柠,níng,ninh,3,ninh / nịnh / ~nịnh
柠,níng,nịnh,3,ninh / nịnh / ~nịnh
柠,níng,~nịnh,3,ninh / nịnh / ~nịnh
柢,dǐ,đế,2,đế / để
柢,dǐ,để,2,đế / để
柣,zhì,trật,1,trật
柤,zhā,tra,1,tra
查,chá,tra,1,tra
柦,dàn,~dom,1,~dom
柧,gu1,cổ,1,cổ
柨,bù,thị,2,thị / sĩ
柨,bù,sĩ,2,thị / sĩ
柩,jiù,cữu,1,cữu
柪,āo,ấu,1,ấu
柬,jiǎn,giản,1,giản
柭,ba1,ba,1,ba
柮,duò,đốt,1,đốt
柯,kē,kha,1,kha
柰,nài,nại,1,nại
柱,zhù,trụ,2,trụ / trú
柱,zhù,trú,2,trụ / trú
柲,bì,biết,1,biết
柳,liǔ,liễu,1,liễu
柴,chái,sài,2,sài / tí
柴,chái,tí,2,sài / tí
柵,shān,sách,1,sách
柶,sì,tứ,1,tứ
柷,zhù,chúc,1,chúc
柸,pēi,phôi,1,phôi
柹,shì,thị,2,thị / sĩ
柹,shì,sĩ,2,thị / sĩ
柺,guǎi,quái,4,quái / quải / quảy / quầy
柺,guǎi,quải,4,quái / quải / quảy / quầy
柺,guǎi,quảy,4,quái / quải / quảy / quầy
柺,guǎi,quầy,4,quái / quải / quảy / quầy
査,zhā,tra,1,tra
柼,yao3,yêu,1,yêu
柽,chēng,sanh,2,sanh / ~sanh
柽,chēng,~sanh,2,sanh / ~sanh
柾,jiù,cữu,1,cữu
柿,shì,thị,1,thị
栀,zhī,chi,2,chi / ~chi
栀,zhī,~chi,2,chi / ~chi
栁,liǔ,~liễu,1,~liễu
栂,méi,~mai,1,~mai
栃,lì,lệ,1,lệ
栄,róng,vinh,1,vinh
栅,shān,sách,1,sách
标,biāo,tiêu,4,tiêu / phiêu / bêu / ~bêu
标,biāo,phiêu,4,tiêu / phiêu / bêu / ~bêu
标,biāo,bêu,4,tiêu / phiêu / bêu / ~bêu
标,biāo,~bêu,4,tiêu / phiêu / bêu / ~bêu
栈,zhàn,sàn,7,sàn / sạn / trăn / sến / chăn / xiễn / ~sàn
栈,zhàn,sạn,7,sàn / sạn / trăn / sến / chăn / xiễn / ~sàn
栈,zhàn,trăn,7,sàn / sạn / trăn / sến / chăn / xiễn / ~sàn
栈,zhàn,sến,7,sàn / sạn / trăn / sến / chăn / xiễn / ~sàn
栈,zhàn,chăn,7,sàn / sạn / trăn / sến / chăn / xiễn / ~sàn
栈,zhàn,xiễn,7,sàn / sạn / trăn / sến / chăn / xiễn / ~sàn
栈,zhàn,~sàn,7,sàn / sạn / trăn / sến / chăn / xiễn / ~sàn
栉,zhì,trất,2,trất / ~trất
栉,zhì,~trất,2,trất / ~trất
栊,lóng,long,4,long / trồng / lồng / ~trồng
栊,lóng,trồng,4,long / trồng / lồng / ~trồng
栊,lóng,lồng,4,long / trồng / lồng / ~trồng
栊,lóng,~trồng,4,long / trồng / lồng / ~trồng
栋,dòng,đống,6,đống / gióng / chống / đóng / đúng / ~chống
栋,dòng,gióng,6,đống / gióng / chống / đóng / đúng / ~chống
栋,dòng,chống,6,đống / gióng / chống / đóng / đúng / ~chống
栋,dòng,đóng,6,đống / gióng / chống / đóng / đúng / ~chống
栋,dòng,đúng,6,đống / gióng / chống / đóng / đúng / ~chống
栋,dòng,~chống,6,đống / gióng / chống / đóng / đúng / ~chống
栌,lú,lô,2,lô / ~lô
栌,lú,~lô,2,lô / ~lô
栍,shēng,sanh,1,sanh
栎,lì,lịch,3,lịch / lao / lác
栎,lì,lao,3,lịch / lao / lác
栎,lì,lác,3,lịch / lao / lác
栏,lán,lang,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栏,lán,lan,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栏,lán,lườn,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栏,lán,giàn,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栏,lán,ràn,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栏,lán,lán,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栏,lán,lơn,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栏,lán,~lườn,8,lang / lan / lườn / giàn / ràn / lán / lơn / ~lườn
栐,yǒng,vành,1,vành
树,shù,thụ,1,thụ
栒,xún,tuần,1,tuần
栓,shuān,xuyên,2,xuyên / thoen
栓,shuān,thoen,2,xuyên / thoen
栔,qì,khế,1,khế
栕,zhen1,chân,1,chân
栖,qī,tê,2,tê / thê
栖,qī,thê,2,tê / thê
栗,lì,lật,10,lật / sắt / trật / sựt / lặt / lứt / rất / rật / rứt / sật
栗,lì,sắt,10,lật / sắt / trật / sựt / lặt / lứt / rất / rật / rứt / sật
栗,lì,trật,10,lật / sắt / trật / sựt / lặt / lứt / rất / rật / rứt / sật
栗,lì,sựt,10,lật / sắt / trật / sựt / lặt / lứt / rất / rật / rứt / sật
栗,lì,lặt,10,lật / sắt / trật / sựt / lặt / lứt / rất / rật / rứt / sật
栗,lì,lứt,10,lật / sắt / trật / sựt / lặt / lứt / rất / rật / rứt / sật
栗,lì,rất,10,lật / sắt / trật / sựt / lặt / lứt / rất / rật / rứt / sật
